word,chunk,postposition,head-postag,dependency,is_arg,srl,predicate
आंख,NP2,0_से,VGNN,k5,1,ARG2-SOU,VGNN
बहने,VGNN,ना_वाला,NP3,nmod,0,,
कतरा,NP3,0,VGF,k1,1,ARG1,VGNN
उनकी,NP4,का,NP5,r6,0,,
पीड़ा,NP5,0_को,VGF,k2,0,,
बयां,JJP,0,VGF,pof,0,,
कर,VGF,0_रह+या_था,0,root,0,,
वे,NP,0,VGF,k1,1,ARG0,VGF
सालों,NP2,0_के_बाद,VGF,k7t,1,ARGM-TMP,VGF
पाकिस्तान,NP3,0_में,VGNN,k7p,1,ARGM-LOC,VGNN
रहने,VGNN,ना_वाला,NP5,nmod,0,,
अपने,NP4,0,NP5,r6,0,,
मामा,NP5,0_से,VGF,k2,1,ARG0,VGNN
मिल,VGF,0_रह+या_था,0,root,0,,
अपने,NP,0,NP2,r6,0,,
मामा,NP2,0_का,NP3,r6-k2,0,,
गले,NP3,0,VGNF,pof,0,,
मिलते,VGNF,ता,VGF,vmod,1,ARGM-TMP,VGF
उनकी,NP4,का,NP5,r6,0,,
आंखें,NP5,0,VGF,k1,1,ARG1,VGF
बेकाबू,JJP,0,VGNF2,pof,0,,
होकर,VGNF2,कर,VGF,vmod,1,ARGM-MNR,VGF
भीग,VGF,0_जा+या१,0,root,0,,
दृश्य,NP,0_से,VGF,rh,1,ARGM-CAU,VGF
स्टेशन,NP2,0_पर,JJP,k7p,0,,
मौजूद,JJP,0,NP3,nmod,0,,
व्यक्ति,NP3,0_का,NP4,r6,0,,
आंखों,NP4,0_में,VGF,k7p,1,ARGM-LOC,VGF
नमी,NP5,0,VGF,k1,1,ARG1,VGF
आ,VGF,0_जा+या१,0,root,0,,
हालांकि,CCP,0,0,root,0,,
कौसर,NP,0_को,VGF,k1,1,ARG0,VGNN
अपने,NP2,0,NP3,r6,0,,
मामा,NP3,0_से,VGNN,k2,1,ARG1,VGNN
मिलने,VGNN,ना_का,NP4,r6,0,,
खुशी,NP4,0,VGF,k7,1,ARG2-ATR,VGF
थी,VGF,था,CCP2,ccof,0,,
लेकिन,CCP2,0,CCP,ccof,0,,
यह,NP5,0,VGF2,k2,0,,
मलाल,NP6,0,VGF2,pof,0,,
था,VGF2,था,CCP2,ccof,0,,
कि,CCP3,0,NP5,rs,0,,
NULL2,NULL2,0,0,root,0,,
भाई,NP7,0_को,VGNN2,k2,1,ARG1,VGNN2
देखने,VGNN2,ना_का,NP8,r6,0,,
इंतजार,NP8,0_में,VGF3,k7,1,ARGM-LOC,VGF3
उनकी,NP9,का,NP10,r6,0,,
मां,NP10,0,VGF3,k1,1,ARG0,VGNN2
NULL3,NULL__NP,0,0,root,0,,
तड़प,VGNF,0_कर,VGF3,vmod,1,ARGM-MNR,VGF3
मर,VGF3,0_जा+या१,CCP3,ccof,0,,
",",NP,0,VGF,sent-adv,1,ARGM-DIS,VGF
शिष्टमंडल,NP2,0_का,NP3,r6-k1,0,,
अगुवाई,NP3,0,VGNN,pof,0,,
करने,VGNN,ना_वाला,NP4,nmod,0,,
खान,NP4,0,VGF,k1,1,ARG1,VGF
भांजी,NP5,0_से,VGF,k2,1,ARG2-GOL,VGF
लिपटकर,VGF,कर_रो+या,0,root,0,,
खान,NP,0_का,NP2,r6,0,,
सवाल,NP2,0,VGF,k1,1,ARG1,VGF
था,VGF,था,CCP2,ccof,0,,
कि,CCP,0,VGF,k2,1,ARG2-ATR,VGF
मेरी,NP3,का,NP4,r6,0,,
बहन,NP4,0,VGF2,k1,1,ARG1,VGF2
कैसी,RBP,0,VGF2,adv,1,ARG2-ATR,VGF2
है,VGF2,है,CCP,ccof,0,,
लेकिन,CCP2,0,0,root,0,,
जब,NP5,0,VGF3,k7t,0,,
उसे,NP6,को,VGF3,k1,0,,
पता,JJP,0,VGF3,pof,0,,
चला,VGF3,0,CCP2,ccof,0,,
कि2,CCP3,0,VGF3,k2,0,,
वे,NP7,0,VGF4,k1,0,,
अल्लाह,NP8,0_को,VGF4,pof-idiom,0,,
प्यारी,NP9,0,VGF4,pof-idiom,0,,
हो,VGF4,0_जा+या१,CCP4,ccof,0,,
तो,CCP4,0,CCP3,ccof,0,,
उनकी,NP10,का,NP11,r6,0,,
आंखों,NP11,0_से,VGNF,k5,1,ARG2-SOU,VGNF
निकले,VGNF,एं,NP12,nmod,0,,
आंसू,NP12,0,VGF5,k1,1,ARG1,VGF5
NULL2,NULL2,0,0,root,0,,
रोके,VGNN,एं,VGF5,vmod,1,ARGM-MNR,VGF5
रुक,VGF5,0_रह+या_था,CCP4,ccof,0,,
जिसने,NP,ने,VGF,k1,1,ARG0,VGF
अपने,NP2,0,NP3,r6,0,,
नाना,NP3,0_को,VGF,k2,1,ARG1,VGF
बार,NP4,0,VGF,k7t,1,ARGM-TMP,VGF
देखा,VGF,या,0,root,0,,
व्यस्तता,NP,0_के_चलते,VGF,rh,0,,
शिष्टमंडल,NP2,0_को,VGF,k1,0,,
जल्द,RBP,0,VGF,adv,0,,
रवाना,JJP,0,VGF,pof,0,,
होना,VGF,ना_था,CCP,ccof,0,,
लेकिन,CCP,0,0,root,0,,
समय,NP3,0_का,NP4,r6,0,,
सीमा,NP4,0_को,VGNF,k2,1,ARG1,VGNF
भूलकर,VGNF,कर,VGF2,vmod,1,ARGM-MNR,VGF2
सदस्य,NP5,0,VGF2,k1,1,ARG1,VGF2
भावनाओं,NP6,0_का,NP7,r6,0,,
समुद्र,NP7,0_में,VGF2,k7,1,ARGM-LOC,VGF2
बह,VGF2,0_जा+या१,CCP,ccof,0,,
सरकार,NP,0_का,NP2,r6,0,,
अधिकारी,NP2,0,NP3,nmod,0,,
कौसर,NP3,0_ने,VGF,k1,1,ARG0,VGF
उजाला,NP4,0_को,VGF,k4,1,ARG2,VGF
बताया,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
सालों,NP5,0_के_बाद,VGNN,k7t,1,ARGM-TMP,VGNN
उसे,NP6,0,VGF2,k1,1,ARG0,VGNN
अपने,NP7,0,NP8,r6,0,,
मामा,NP8,0_से,VGNN,k2,1,ARG1,VGNN
मिलने,VGNN,ना_का,NP9,r6,0,,
खुशी,NP9,0,VGF2,k1s,1,ARG2-ATR,VGF2
है,VGF2,है,CCP2,ccof,0,,
लेकिन,CCP2,0,CCP,ccof,0,,
बात,NP10,0_का,NP11,r6,0,,
मलाल,NP11,0,VGF3,k2,1,ARG1,VGF3
है2,VGF3,है,CCP2,ccof,0,,
कि2,CCP3,0,VGF3,rs,1,ARG2-ATR,VGF3
मेरी,NP12,का,NP13,r6,0,,
मां,NP13,0,VGF4,k1,1,ARG0,VGNN2
NULL2,NULL__NP,0,0,root,0,,
उन्हें,NP14,को,VGNN2,k2,1,ARG1,VGNN2
देखने,VGNN2,ना_के_लिए,VGF4,rt,1,ARGM-PRP,VGF4
तड़पती,VGF4,ता_रह+या,CCP3,ccof,0,,
उसने,NP,0,VGF,k1,1,ARG0,VGF
बताया,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
मां,NP2,0_का,NP3,r6,0,,
देहांत,NP3,0,VGF2,k1,1,ARG1,VGF2
२००२,NP4,0_में,VGF2,k7t,1,ARGM-TMP,VGF2
हुआ,VGF2,या,CCP,ccof,0,,
अगर,CCP2,0,VGF4,vmod,1,ARGM-ADV,VGF4
मेरी,NP5,का,NP6,r6,0,,
मां2,NP6,0,VGF3,k1,0,,
जिंदा,JJP,0,VGF3,pof,0,,
होती,VGF3,ता,CCP2,ccof,0,,
तो,CCP3,0,VGF2,ccof,1,ARGM-DIS,VGF2
शायद,RBP,0,VGF4,adv,1,ARGM-ADV,VGF4
मुझे,NP7,को,VGF4,k4,1,ARG0,VGF4
इससे,NP8,से,NP9,nmod,0,,
खुशी,NP9,0,VGF4,k2,1,ARG1,VGF4
कभी,NP10,0,VGF4,k7t,1,ARGM-ADV,VGF4
मिलती,VGF4,ता,CCP3,ccof,0,,
नसीम,NP,0_का,VGF,r6,1,ARG0,VGF
कहना,VGF,ना_था,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
उसके,NP2,का,NP3,r6,0,,
मामा,NP3,0,VGF2,k1,1,ARG0,VGF2
रावलपिंडी,NP4,0_में,VGF2,k7p,1,ARG2-LOC,VGF2
रहते,VGF2,ता_है,CCP2,ccof,0,,
और,CCP2,0,CCP,ccof,0,,
वे,NP5,0,VGF3,k1,1,ARG0,VGF3
रेडियो,NP6,0_के_लिए,VGF3,rt,1,ARGM-LOC,VGF3
काम,NP7,0,VGF3,k2,1,ARG1,VGF3
करते,VGF3,ता_रह+या_है,CCP2,ccof,0,,
जब,NP,0,VGF,k7t,1,ARGM-DIS,VGF
मैं,NP2,0,VGF,k1,1,ARG1,VGF
साल,NP3,0_का,VGF,r6,1,ARG2-ATR,VGF
थी,VGF,था,CCP,ccof,0,,
तो,CCP,0,0,root,0,,
मैने,NP4,ने,VGF2,k1,1,ARG0,VGF2
उन्हें,NP5,को,VGF2,k2,1,ARG1,VGF2
देखा,VGF2,या_था,CCP,ccof,0,,
तमन्ना,NP,0,VGF,k1,1,ARG1,VGF
थी,VGF,था,CCP,ccof,0,,
लेकिन,CCP,0,0,root,0,,
मुल्कों,NP2,0_का,NP3,r6,0,,
दूरियों,NP3,0_ने,VGF2,k1,0,,
हमें,NP4,को,VGF2,k2,0,,
दूर,NP5,0,VGF2,pof,0,,
रखा,VGF2,या_है,CCP,ccof,0,,
हम,NP,0,VGF,k1,1,ARG0,VGF
चाहते,VGF,ता_था,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
परिवारों,NP2,0_को,VGF2,k4,1,ARG2,VGF2
मिलने,VGNN,ना_का,NP3,r6,0,,
मौका,NP3,0,VGF2,k1,1,ARG1,VGF2
दिया,VGF2,या_जा+या,CCP,ccof,0,,
उसका,NP,का,VGF,r6,1,ARG0,VGF
कहना,VGF,ना_था,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
हमने,NP2,ने,VGF2,k1,1,ARG0,VGF2
सोचा,VGF2,या,CCP,ccof,0,,
कि2,CCP2,0,VGF2,k2,1,ARG1,VGF2
तरफ,NP3,0_से,VGF3,k7,0,,
ऐसा,NP4,0,NP5,nmod,0,,
प्रयास,NP5,0,VGF3,pof,0,,
होगा,VGF3,गा,NP6,nmod__relc,0,,
जो,NP6,0,VGF4,k1,1,ARG0,VGF4
हमारे,NP7,का,NP8,r6,0,,
परिवार,NP8,0_को,VGF4,k2,1,ARG1,VGF4
मिलाएगा,VGF4,गा,CCP2,ccof,0,,
प्रयास,NP,0_को,VGF,k1,0,,
जारी,JJP,0,VGNN,pof,0,,
रखने,VGNN,ना_का,NP2,r6-k1,0,,
जरुरत,NP2,0,VGF,pof,0,,
है,VGF,है,CCP,ccof,0,,
ताकि,CCP,0,0,root,0,,
परिवारों,NP3,0_को,VGF2,k4,1,ARG0,VGF2
दूसरे,NP4,0_से,VGNN2,k7,1,ARG1,VGNN2
मिलने,VGNN2,ना_का,NP5,r6,0,,
मौका,NP5,0,VGF2,k2,1,ARG1,VGF2
मिल,VGF2,0_सक+या,CCP,ccof,0,,
शैली,NP,0_ने,VGF,k1,1,ARG0,VGF
बार,NP2,0,VGF,k7t,1,ARGM-TMP,VGF
अपने,NP3,0,NP4,r6,0,,
नाना,NP4,0_को,VGF,k2,1,ARG1,VGF
देखा,VGF,या_है,CCP,ccof,0,,
तथा,CCP,0,0,root,0,,
वह,NP5,0,VGF2,k1,1,ARG0,VGF2
चाहती,VGF2,ता_है,CCP,ccof,0,,
कि,CCP2,0,VGF2,k2,1,ARG1,VGF2
वह2,NP6,0,VGF3,k1,1,ARG0,VGF3
पाकिस्तान,NP7,0,VGNF,k2p,1,ARG2-GOL,VGNF
जाकर,VGNF,कर,VGF3,vmod,1,ARGM-PRP,VGF3
उनके,NP8,का,NP9,r6,0,,
परिवार,NP9,0_से,VGF3,k2,1,ARG1,VGF3
मिले,VGF3,या,CCP2,ccof,0,,
प्रकरण,NP,0_को,VGNF,k2,1,ARG1,VGNF
लेकर,VGNF,कर,VGF,vmod,0,,
भाजपा,NP2,0,VGF,k1,1,ARG0,VGNF
बुधवार,NP4,0_को,VGF,k7t,0,,
रणनीति,NP5,0,VGF,k2,0,,
तय,JJP,0,VGF,pof,0,,
करेगी,VGF,गा,0,root,0,,
इसके,NP,का_लिए,VGF,rt,1,ARGM-PRP,VGF
प्रदेश,NP2,0_का,NP3,r6,0,,
भाजपा,NP3,0,CCP,ccof,0,,
और,CCP,0,VGF,k1,1,ARG0,VGF
इसके2,NP4,का,NP5,r6,0,,
विधायक,NP5,0,CCP,ccof,0,,
दिल्ली,NP6,0,VGF,k2p,1,ARG2-GOL,VGF
पहुंच,VGF,0_जा+या१_है,0,root,0,,
",",NP,0,VGF,sent-adv,0,,
कर्नाटक,NP2,0_में,VGNN,k7p,1,ARGM-LOC,VGNN
अक्तूबर,NP3,0_में,VGNN,k7t,1,ARGM-TMP,VGNN
होने,VGNN,ना_वाला,NP4,nmod__k1inv,0,,
हस्तांतरण,NP4,0_पर,NP5,nmod,1,ARG1,VGNN
चर्चा,NP5,0_के_लिए,VGF,rt,0,,
प्रदेश,NP6,0_के,NP7,r6,0,,
नेताओं,NP7,0_ने,VGF,k1,0,,
आज,NP8,0,VGF,k7t,0,,
अध्यक्ष,NP9,0,NP10,nmod,0,,
सिंह,NP10,0_के_साथ,VGF,ras-k1,0,,
बैठक,NP11,0,VGF,pof,0,,
की,VGF,या,0,root,0,,
प्रवक्ता,NP,0,NP2,nmod,0,,
प्रसाद,NP2,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
गोवा,NP3,0_का,NP4,r6,0,,
भाजपा2,NP4,0,CCP2,ccof,0,,
और,CCP2,0,VGF2,k1,1,ARG0,VGF2
इसके,NP5,का,NP6,r6,0,,
विधायक,NP6,0,CCP2,ccof,0,,
दिल्ली,NP7,0,VGF2,k2p,1,ARGM-LOC,VGF2
पहुंचे,VGF2,या_है,CCP,ccof,0,,
प्रकरण,NP,0_को,VGNF,k2,1,ARG1,VGNF
लेकर,VGNF,कर,VGF,vmod,1,ARGM-MNR,VGF
पार्टी,NP2,0_का,NP3,r6,0,,
रुख,NP3,0,VGF,k1,1,ARG1,VGF
क्या,NP4,0,VGF,k1s,1,ARG2-ATR,VGF
रहेगा,VGF,गा,NP5,rs,0,,
यह,NP5,0,VGNN,k1,0,,
बुधवार,NP6,0_को,VGNN,k7t,0,,
तय,JJP,0,VGNN,pof,0,,
होने,VGNN,ना_का,NP7,r6,0,,
संभावना,NP7,0,VGF2,k1,1,ARG1,VGF2
है,VGF2,है,0,root,0,,
पार्टी,NP,0,VGF,k1,1,ARG0,VGNN
मसले,NP2,0_को,VGNN,k2,1,ARG1,VGNN
सभा,NP3,0,CCP,ccof,0,,
और,CCP,0,VGNN,k7p,1,ARGM-LOC,VGNN
संसद,NP4,0_में,CCP,ccof,0,,
उठाने,VGNN,ना_का,NP5,r6-k2,0,,
निर्णय,NP5,0,VGF,pof,0,,
कर,VGF,0_चुक+या_है,0,root,0,,
ही2,NP6,0,VGF2,sent-adv,0,,
इसे,NP7,0,VGNF,k2,1,ARG1,VGNF
अदालत,NP8,0_में,VGNF,k7p,1,ARGM-LOC,VGNF
ले,VGNF,0,VGNN2,vmod,1,ARGM-PRP,VGNN2
जाने,VGNN2,ना_का,NP9,r6-k1,0,,
निर्णय2,NP9,0,VGF2,pof,0,,
हुआ,VGF2,या_है,VGF,vmod,0,,
विदित,JJP,0,VGF,pof,0,,
हो,VGF,0,0,root,0,,
कि,CCP,0,NULL__NP,rs,0,,
कर्नाटक,NP,0_में,VGF2,k7p,1,ARGM-LOC,VGF2
अक्तूबर,NP2,0_में,VGF2,k7t,1,ARGM-LOC,VGF2
एस,NP3,0,VGF2,k1,1,ARG0,VGF2
भाजपा,NP4,0_को,VGF2,k4,1,ARG2,VGF2
मुख्यमंत्री,NP5,0_का,NP6,r6,0,,
कुर्सी,NP6,0,VGF2,k2,1,ARG1,VGF2
सौंपेगी,VGF2,गा,CCP,ccof,0,,
प्रदेश,NP,0_में,VGF,k7p,1,ARGM-LOC,VGF
दलों,NP2,0_का,NP3,r6,0,,
गठबंधन,NP3,0_का,NP4,r6,0,,
सरकार,NP4,0,VGF,k1,1,ARG1,VGF
है,VGF,है,0,root,0,,
समझौते,NP,0_के_मुताबिक,VGF,k7,1,ARGM-EXT,VGF
अक्तूबर,NP2,0_में,VGF,k7t,1,ARGM-LOC,VGF
स्वामी,NP3,0,VGF,k1,1,ARG0,VGF
नेता,NP4,0,CCP,ccof,0,,
और,CCP,0,VGF,k4,1,ARG2,VGF
येदुरप्पा,NP5,0_को,CCP,ccof,0,,
कुर्सी,NP6,0,VGF,k2,1,ARG1,VGF
सौंपेंगे,VGF,गा,0,root,0,,
राष्ट्र,NP,0_ने,VGF,k1,0,,
रविवार,NP2,0_को,VGF,k7t,0,,
गांधी,NP3,0_का,NP4,r6,0,,
पुण्यतिथि,NP4,0_पर,VGF,k7t,0,,
उन्हें,NP5,को,VGF,k2,1,ARG0,VGNN
भारत,NP6,0_को,VGNN,k2,1,ARG1,VGNN
एकता,NP7,0,CCP,ccof,0,,
अखंडता,NP8,0,CCP,ccof,0,,
और,CCP,0,NP10,r6,0,,
धर्मनिरपेक्षता,NP9,0_का,CCP,ccof,0,,
सूत्र,NP10,0_में,VGNN,k7,1,ARGM-LOC,VGNN
पिरोने,VGNN,ना_के_लिए,VGF,rt,0,,
याद,NP11,0,VGF,pof,0,,
किया,VGF,या,0,root,0,,
ही,NP,0,VGF,sent-adv,0,,
संगठनों,NP2,0_ने,VGF,k1,1,ARG0,VGF2
सभाएं,NP3,0,VGF,pof,0,,
की,VGF,या,CCP,ccof,0,,
और,CCP,0,0,root,0,,
रक्तदान,NP4,0_का,NP5,r6,0,,
शिविर,NP5,0,VGF2,k2,1,ARG1,VGF2
लगाए,VGF2,या,CCP,ccof,0,,
कलाम,NP,0_का_ओर_से,VGF,rd,1,ARGM-DIR,VGF
सुबह,NP2,0,VGF,k7t,1,ARGM-TMP,VGF
गांधी,NP3,0_का,NP4,r6,0,,
समाधि,NP4,0,NP5,nmod,0,,
स्थल,NP5,0_पर,VGF,k7p,1,ARG2-LOC,VGF
फूल,NP6,0,VGF,k2,1,ARG1,VGF
चढ़ाए,VGF,या_जा+या१,0,root,0,,
चिदंबरम,NP,0,CCP,ccof,0,,
सिंह,NP2,0,CCP,ccof,0,,
मीणा,NP3,0,CCP,ccof,0,,
और,CCP,0,VGF,k1,1,ARG1,VGF
आयोग,NP4,0_का,NP5,r6,0,,
अहलूवालिया,NP5,0,CCP,ccof,0,,
मौके,NP6,0_पर,VGF,k7t,1,ARGM-TMP,VGF
मौजूद,JJP,0,VGF,k1s,1,ARG2-ATR,VGF
थे,VGF,था,0,root,0,,
नेता,NP,0_को,VGNN,k2,0,,
श्रद्धांजलि,NP2,0,VGNN,pof,0,,
देने,VGNN,ना,VGF,rt,1,ARGM-PRP,VGF
दिल्ली,NP3,0_का,NP4,r6,0,,
दीक्षित,NP4,0,VGF,k1,1,ARG0,VGF
चेयर,NP5,0_पर,VGF,k7p,1,ARGM-MNR,VGF
आई,VGF,या,0,root,0,,
उनके,NP,के_साथ,VGF,ras-k1,1,ARGM-MNR,VGF
जिंदल,NP2,0,CCP,ccof,0,,
दीक्षित,NP3,0,CCP,ccof,0,,
कुमार,NP4,0,CCP,ccof,0,,
और,CCP,0,VGF,k1,1,ARG1,VGF
विधायक,NP5,0,CCP,ccof,0,,
थे,VGF,था,0,root,0,,
मरडोक,NP,0_का,NP2,r6,0,,
नेटवर्क,NP2,0,CCP,ccof,0,,
व,CCP,0,VGNN,k4a,1,ARG0,VGNN
टाटा,NP3,0_का,NP4,r6,0,,
करोड़,NP4,0_का,NP5,r6,0,,
उपक्रम,NP5,0_को,CCP,ccof,0,,
सरकार,NP6,0_से,VGNN,k5,1,ARG2-SOU,VGNN
मंजूरी,NP7,0,VGNN,k1,1,ARG1,VGNN
शीघ्र,RBP,0,VGNN,adv,1,ARGM-ADV,VGNN
मिलने,VGNN,ना_का,NP8,r6,0,,
संभावना,NP8,0,VGF,k1,1,ARG1,VGF
है,VGF,है,0,root,0,,
उपक्रम,NP,0,VGF,k1,1,ARG1,VGF
क्षेत्र,NP2,0_का,NP3,r6,0,,
फिलहाल,RBP,0,NP3,nmod,0,,
जी,NP3,0_का,NP4,r6,0,,
टीवी,NP4,0,CCP,ccof,0,,
व,CCP,0,VGNN,r6v,1,ARGM-MNR,VGNN
भारती,NP5,0_का,CCP,ccof,0,,
जल्द,RBP2,0,VGNN,adv,1,ARGM-MNR,VGNN
आने,VGNN,ना_वाला,NP6,nmod,0,,
सेवा,NP6,0_को,VGNN2,k2,1,ARG1,VGNN
टक्कर,NP7,0,VGNN2,pof,0,,
देने,VGNN2,ना_का,NP8,r6,0,,
तैयारी,NP8,0_में,VGF,k7,1,ARG2-ATR,VGF
है,VGF,है,0,root,0,,
सूत्रों,NP,0_ने,VGF,k1,1,ARG0,VGF
बताया,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
सरकार,NP2,0_के_पास,VGNF,k7p,0,,
समय,NP3,0_से,VGNF,k7t,0,,
लंबित,VGNF,0,NP4,nmod__k2inv,0,,
नेटवर्क,NP4,0_का,NP5,r6,0,,
प्रस्ताव,NP5,0,VGF2,k1,0,,
साल,NP6,0_का,NP7,r6,0,,
आखिर,NP7,0,VGF2,k7t,0,,
मंजूर,JJP,0,VGF2,pof,0,,
हो,VGF2,0_सक+गा,CCP,ccof,0,,
उपक्रम,NP,0_को,VGNN,k4a,1,ARG0,VGNN
मंजूरी,NP2,0,VGNN,k1,1,ARG1,VGNN
मिलने,VGNN,ना_में,VGF,k7,1,ARGM-MNR,VGF
पहले,NP3,0,VGF,k7t,1,ARGM-TMP,VGF
दिक्कतें,NP4,0,VGF,k1,1,ARG1,VGF
थीं,VGF,था,0,root,0,,
लेकिन,CCP,0,0,root,0,,
अब,NP,0,VGF,k7t,1,ARGM-TMP,VGF
इसे,NP2,को,VGF,k4a,1,ARG0,VGF
जल्दी,RBP,0,VGF,adv,1,ARGM-EXT,VGF
झंडी,NP3,0,VGF,k1,1,ARG1,VGF
मिल,VGF,0_जा+गा,CCP,ccof,0,,
टाटा,NP,0_का,NP2,r6,0,,
उपक्रम,NP2,0_में,VGF,k7,1,ARGM-LOC,VGF
निर्देश,NP3,0_के_मुताबिक,VGF,k7,1,ARGM-ADV,VGF
इसमें,NP4,में,NP5,nmod,0,,
साझीदार,NP5,0,NP6,nmod,0,,
कंपनी,NP6,0_के_पास,VGF,k7p,1,ARGM-LOC,VGF
शेयर,NP7,0,VGF,k1,1,ARG1,VGF
होंगे,VGF,गा,0,root,0,,
इसे,NP,को,VGF,k4,1,ARG1,VGF
टीवी,NP2,0_का,NP3,r6,0,,
नाम,NP3,0,VGF,k2,1,ARG1,VGF
दिया,VGF,या_जा+या१_है,0,root,0,,
चुनाव,NP,0_में,VGNF,k7,0,,
पार्टियों,NP2,0_का,JJP,r6-k1,0,,
एकजुट,JJP,0,VGNF,pof,0,,
होकर,VGNF,कर,VGF,vmod,0,,
मैदान,NP3,0_में,VGNN,k7p,1,ARG2-LOC,VGNN
उतरने,VGNN,ना_का,NP4,r6,0,,
कांग्रेस,NP4,0_का,NP5,r6,1,ARG0,VGNN
कोशिशें,NP5,0,VGF,k1,0,,
नाकाम,JJP2,0,VGF,pof,0,,
होती,VGF,ता_जा_रह+या_है,0,root,0,,
पार्टी,NP,0_का,NP2,r6,0,,
पासवान,NP2,0_ने,VGF,k1,1,ARG0,VGF
कांग्रेस,NP3,0_से,VGF,k2g,1,ARG2,VGF
साफ,JJP,0,VGF,adv,1,ARGM-MNR,VGF
कह,VGF,0_दे+या_है,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
उन्हें,NP4,को,NULL__VGF,k1,0,,
मुख्यमंत्री,NP5,0_के_अलावा,NULL__VGF,vmod,0,,
समझौता,NP6,0,NULL__VGF,k2,0,,
मंजूर,JJP2,0,NULL__VGF,pof,0,,
।,NEGP,0,NULL__VGF,fragof,0,,
जबकि,CCP,0,0,root,0,,
कांग्रेस,NP,0_का,VGF,k1,1,ARG0,VGF
कहना,VGF,ना_है,CCP,ccof,0,,
कि,CCP2,0,VGF,k2,1,ARG1,VGF
पासवान,NP2,0_का,NP3,r6,0,,
शर्त,NP3,0_पर,VGF2,k7,0,,
नतीजों,NP4,0_के_बाद,VGF2,k7t,0,,
विचार,NP5,0,VGF2,pof,0,,
किया,VGF2,या_जा_सक+ता_है,CCP2,ccof,0,,
पासवान,NP,0_को,VGNN,k2,1,ARG1,VGNN
मनाने,VGNN,ना_का,NP2,r6,0,,
कोशिशों,NP2,0_के_तहत,VGF,k7,0,,
सिंह,NP3,0_ने,VGF,k1,0,,
उनसे,NP4,से,VGF,ras-k1,0,,
मुलाकात,NP5,0,VGF,pof,0,,
की2,VGF,या,0,root,0,,
मुलाकात,NP,0_के_बाद,VGF,k7t,1,ARGM-TMP,VGF
दिग्विजय,NP2,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
वह,NP3,0,VGF2,k1,1,ARG0,VGNN
अभी,NP4,0,VGNN,k7t,1,ARGM-EXT,VGNN
पासवान,NP5,0_को,VGNN,k2,1,ARG1,VGNN
मनाने,VGNN,ना_में,VGF2,k7,0,,
कामयाब,JJP,0,VGF2,pof,0,,
हुए,VGF2,या_है,CCP,ccof,0,,
पासवान,NP,0_का,NP2,r6,0,,
मुख्यमंत्री,NP2,0_का,NP3,r6,0,,
शर्त,NP3,0_के_बारे_में,VGF,k7,1,ARGM-LOC,VGF
सिंह,NP4,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
पासवान2,NP5,0_को,VGF2,k1,1,ARG0,VGNF
पहले,NP6,0,VGNF,k7t,1,ARGM-TMP,VGNF
कांग्रेस,NP7,0,CCP2,ccof,0,,
व,CCP2,0,VGNF,ras-k1,1,ARG1,VGNF
दलों,NP8,0_के_साथ,CCP2,ccof,0,,
मिलकर,VGNF,कर,VGF2,vmod,1,ARGM-MNR,VGF2
चुनाव,NP9,0,VGF2,k2,1,ARG1,VGF2
लड़ना,VGF2,ना_हो+गा,CCP,ccof,0,,
कांग्रेस,NP,0,VGF,k1,1,ARG1,VGF
पहले,NP2,0_से,VGF,k7t,1,ARGM-MNR,VGF
किसी,NP3,0_को,VGNN,k2,0,,
पेश,JJP,0,VGNN,pof,0,,
करने,VGNN,ना_का,NP4,r6,0,,
हक,NP4,0_में,VGF,k7,1,ARG2-ATR,VGF
है,VGF,है,0,root,0,,
पासवान,NP,0_ने,VGF,k1,1,ARG0,VGF
आज,NP2,0,VGF,k7t,1,ARGM-TMP,VGF
साफ,JJP,0,VGF,adv,1,ARGM-MNR,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
अगर,CCP2,0,VGF3,rh,0,,
दल,NP3,0,VGF2,k1,1,ARG0,VGNN
मुख्यमंत्री,NP4,0_का,NP5,r6,0,,
शर्त,NP5,0_को,VGNN,k2,1,ARG1,VGNN
मानने,VGNN,ना_को,VGF2,vmod,0,,
तैयार,JJP2,0,VGF2,pof,0,,
है,VGF2,है,CCP2,ccof,0,,
तो,CCP3,0,CCP,ccof,0,,
वह,NP6,0,VGF3,k1,0,,
गठबंधन,NP7,0_पर,VGF3,k7,0,,
