word,chunk,postposition,dependency-head,dependency,is_arg,srl,predicate,head-POS
अध्यक्ष,NP7,0,VGF2,k1,1,ARG1,VGF2,n
अभी,NP8,0,VGF2,k7t,1,ARGM-TMP,VGF2,pn
पाकिस्तान,NP9,0,VGF2,k1s,1,ARG2-ATR,VGF2,n
है2,VGF2,है,CCP,ccof,0,,,v
इसके,NP,का_बाद,VGNN,k7t,1,ARGM-TMP,VGNN,pn
नेपाल,NP2,0_में,VGNN,k7p,1,ARGM-LOC,VGNN,n
राजशाही,NP3,0_द्वारा,VGNN,k1,1,ARG0,VGNN,n
आपातकाल,NP4,0,VGNN,k2,1,ARG1,VGNN,n
लगाने,VGNN,ना,CCP,ccof,0,,,v
और,CCP,0,VGF,rh,0,,,avy
बंगलादेश,NP5,0_में,VGNN2,k7p,1,ARGM-LOC,VGNN2,n
सुरक्षा,NP6,0_का,NP7,r6,0,,,n
हालत,NP7,0,VGNN2,k1,1,ARG1,VGNN2,n
खराब,JJP,0,VGNN2,k1s,1,ARG2-ATR,VGNN2,adj
होने,VGNN2,ना_के_कारण,CCP,ccof,0,,,v
भारत,NP8,0_ने,VGF,k1,0,,,n
फरवरी,NP9,0_में,VGNN3,k7t,0,,,n
इसमें,NP10,में,VGNN3,k7,0,,,pn
शामिल,JJP2,0,VGNN3,pof,0,,,adj
होने2,VGNN3,ना_से,VGF,k2,0,,,v
इनकार,NP11,0,VGF,pof,0,,,n
कर,VGF,0_दे+या_था,0,root,0,,,v
भारत,NP,0,CCP,ccof,0,,,n
और,CCP,0,NP3,r6,0,,,avy
पाकिस्तान,NP2,0_का,CCP,ccof,0,,,n
विभाजन,NP3,0_से,VGNF,rh,0,,,n
भिन्न,JJP,0,VGNF,pof,0,,,adj
हुए,VGNF,एं,NP4,nmod,0,,,v
परिवारों,NP4,0_का,NP5,r6,0,,,n
दर्द,NP5,0,VGF,k2,1,ARG1,VGF,n
मंगलवार,NP6,0_को,VGF,k7t,1,ARGM-TMP,VGF,n
स्टेशन,NP7,0_का,NP8,r6,0,,,n
जोन,NP8,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
NULL2,NULL__NP,0,0,root,0,,,NULL
देखने,VGNN,ना_को,VGF,vmod,1,ARGM-ADV,VGF,v
मिला,VGF,या,0,root,0,,,v
कौसर,NP,0_का,VGNN,r6,0,,,n
आंख,NP2,0_से,VGNN,k5,1,ARG2-SOU,VGNN,n
बहने,VGNN,ना_वाला,NP3,nmod,0,,,v
कतरा,NP3,0,VGF,k1,1,ARG1,VGNN,n
उनकी,NP4,का,NP5,r6,0,,,pn
पीड़ा,NP5,0_को,VGF,k2,0,,,n
बयां,JJP,0,VGF,pof,0,,,adj
कर,VGF,0_रह+या_था,0,root,0,,,v
वे,NP,0,VGF,k1,1,ARG0,VGF,pn
सालों,NP2,0_के_बाद,VGF,k7t,1,ARGM-TMP,VGF,n
पाकिस्तान,NP3,0_में,VGNN,k7p,1,ARGM-LOC,VGNN,n
रहने,VGNN,ना_वाला,NP5,nmod,0,,,v
अपने,NP4,0,NP5,r6,0,,,pn
मामा,NP5,0_से,VGF,k2,1,ARG0,VGNN,n
मिल,VGF,0_रह+या_था,0,root,0,,,v
अपने,NP,0,NP2,r6,0,,,pn
मामा,NP2,0_का,NP3,r6-k2,0,,,n
गले,NP3,0,VGNF,pof,0,,,n
मिलते,VGNF,ता,VGF,vmod,1,ARGM-TMP,VGF,v
उनकी,NP4,का,NP5,r6,0,,,pn
आंखें,NP5,0,VGF,k1,1,ARG1,VGF,n
बेकाबू,JJP,0,VGNF2,pof,0,,,adj
होकर,VGNF2,कर,VGF,vmod,1,ARGM-MNR,VGF,v
भीग,VGF,0_जा+या१,0,root,0,,,v
दृश्य,NP,0_से,VGF,rh,1,ARGM-CAU,VGF,n
स्टेशन,NP2,0_पर,JJP,k7p,0,,,n
मौजूद,JJP,0,NP3,nmod,0,,,adj
व्यक्ति,NP3,0_का,NP4,r6,0,,,n
आंखों,NP4,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
नमी,NP5,0,VGF,k1,1,ARG1,VGF,n
आ,VGF,0_जा+या१,0,root,0,,,v
हालांकि,CCP,0,0,root,0,,,avy
कौसर,NP,0_को,VGF,k1,1,ARG0,VGNN,n
अपने,NP2,0,NP3,r6,0,,,pn
मामा,NP3,0_से,VGNN,k2,1,ARG1,VGNN,n
मिलने,VGNN,ना_का,NP4,r6,0,,,v
खुशी,NP4,0,VGF,k7,1,ARG2-ATR,VGF,n
थी,VGF,था,CCP2,ccof,0,,,v
लेकिन,CCP2,0,CCP,ccof,0,,,avy
यह,NP5,0,VGF2,k2,0,,,pn
मलाल,NP6,0,VGF2,pof,0,,,n
था,VGF2,था,CCP2,ccof,0,,,v
कि,CCP3,0,NP5,rs,0,,,avy
NULL2,NULL2,0,0,root,0,,,NULL
भाई,NP7,0_को,VGNN2,k2,1,ARG1,VGNN2,n
देखने,VGNN2,ना_का,NP8,r6,0,,,v
इंतजार,NP8,0_में,VGF3,k7,1,ARGM-LOC,VGF3,n
उनकी,NP9,का,NP10,r6,0,,,pn
मां,NP10,0,VGF3,k1,1,ARG0,VGNN2,n
NULL3,NULL__NP,0,0,root,0,,,NULL
तड़प,VGNF,0_कर,VGF3,vmod,1,ARGM-MNR,VGF3,v
मर,VGF3,0_जा+या१,CCP3,ccof,0,,,v
",",NP,0,VGF,sent-adv,1,ARGM-DIS,VGF,punc
शिष्टमंडल,NP2,0_का,NP3,r6-k1,0,,,n
अगुवाई,NP3,0,VGNN,pof,0,,,n
करने,VGNN,ना_वाला,NP4,nmod,0,,,v
खान,NP4,0,VGF,k1,1,ARG1,VGF,n
भांजी,NP5,0_से,VGF,k2,1,ARG2-GOL,VGF,n
लिपटकर,VGF,कर_रो+या,0,root,0,,,v
खान,NP,0_का,NP2,r6,0,,,n
सवाल,NP2,0,VGF,k1,1,ARG1,VGF,n
था,VGF,था,CCP2,ccof,0,,,v
कि,CCP,0,VGF,k2,1,ARG2-ATR,VGF,avy
मेरी,NP3,का,NP4,r6,0,,,pn
बहन,NP4,0,VGF2,k1,1,ARG1,VGF2,n
कैसी,RBP,0,VGF2,adv,1,ARG2-ATR,VGF2,pn
है,VGF2,है,CCP,ccof,0,,,v
लेकिन,CCP2,0,0,root,0,,,avy
जब,NP5,0,VGF3,k7t,0,,,pn
उसे,NP6,को,VGF3,k1,0,,,pn
पता,JJP,0,VGF3,pof,0,,,adj
चला,VGF3,0,CCP2,ccof,0,,,v
कि2,CCP3,0,VGF3,k2,0,,,avy
वे,NP7,0,VGF4,k1,0,,,pn
अल्लाह,NP8,0_को,VGF4,pof-idiom,0,,,n
प्यारी,NP9,0,VGF4,pof-idiom,0,,,n
हो,VGF4,0_जा+या१,CCP4,ccof,0,,,v
तो,CCP4,0,CCP3,ccof,0,,,avy
उनकी,NP10,का,NP11,r6,0,,,pn
आंखों,NP11,0_से,VGNF,k5,1,ARG2-SOU,VGNF,n
निकले,VGNF,एं,NP12,nmod,0,,,v
आंसू,NP12,0,VGF5,k1,1,ARG1,VGF5,n
NULL2,NULL2,0,0,root,0,,,NULL
रोके,VGNN,एं,VGF5,vmod,1,ARGM-MNR,VGF5,v
रुक,VGF5,0_रह+या_था,CCP4,ccof,0,,,v
जिसने,NP,ने,VGF,k1,1,ARG0,VGF,pn
अपने,NP2,0,NP3,r6,0,,,pn
नाना,NP3,0_को,VGF,k2,1,ARG1,VGF,n
बार,NP4,0,VGF,k7t,1,ARGM-TMP,VGF,n
देखा,VGF,या,0,root,0,,,v
व्यस्तता,NP,0_के_चलते,VGF,rh,0,,,n
शिष्टमंडल,NP2,0_को,VGF,k1,0,,,n
जल्द,RBP,0,VGF,adv,0,,,adv
रवाना,JJP,0,VGF,pof,0,,,adj
होना,VGF,ना_था,CCP,ccof,0,,,v
लेकिन,CCP,0,0,root,0,,,avy
समय,NP3,0_का,NP4,r6,0,,,n
सीमा,NP4,0_को,VGNF,k2,1,ARG1,VGNF,n
भूलकर,VGNF,कर,VGF2,vmod,1,ARGM-MNR,VGF2,v
सदस्य,NP5,0,VGF2,k1,1,ARG1,VGF2,n
भावनाओं,NP6,0_का,NP7,r6,0,,,n
समुद्र,NP7,0_में,VGF2,k7,1,ARGM-LOC,VGF2,n
बह,VGF2,0_जा+या१,CCP,ccof,0,,,v
सरकार,NP,0_का,NP2,r6,0,,,n
अधिकारी,NP2,0,NP3,nmod,0,,,n
कौसर,NP3,0_ने,VGF,k1,1,ARG0,VGF,n
उजाला,NP4,0_को,VGF,k4,1,ARG2,VGF,n
बताया,VGF,या,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
सालों,NP5,0_के_बाद,VGNN,k7t,1,ARGM-TMP,VGNN,n
उसे,NP6,0,VGF2,k1,1,ARG0,VGNN,pn
अपने,NP7,0,NP8,r6,0,,,pn
मामा,NP8,0_से,VGNN,k2,1,ARG1,VGNN,n
मिलने,VGNN,ना_का,NP9,r6,0,,,v
खुशी,NP9,0,VGF2,k1s,1,ARG2-ATR,VGF2,n
है,VGF2,है,CCP2,ccof,0,,,v
लेकिन,CCP2,0,CCP,ccof,0,,,avy
बात,NP10,0_का,NP11,r6,0,,,n
मलाल,NP11,0,VGF3,k2,1,ARG1,VGF3,n
है2,VGF3,है,CCP2,ccof,0,,,v
कि2,CCP3,0,VGF3,rs,1,ARG2-ATR,VGF3,avy
मेरी,NP12,का,NP13,r6,0,,,pn
मां,NP13,0,VGF4,k1,1,ARG0,VGNN2,n
NULL2,NULL__NP,0,0,root,0,,,NULL
उन्हें,NP14,को,VGNN2,k2,1,ARG1,VGNN2,pn
देखने,VGNN2,ना_के_लिए,VGF4,rt,1,ARGM-PRP,VGF4,v
तड़पती,VGF4,ता_रह+या,CCP3,ccof,0,,,v
उसने,NP,0,VGF,k1,1,ARG0,VGF,pn
बताया,VGF,या,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
मां,NP2,0_का,NP3,r6,0,,,n
देहांत,NP3,0,VGF2,k1,1,ARG1,VGF2,n
२००२,NP4,0_में,VGF2,k7t,1,ARGM-TMP,VGF2,n
हुआ,VGF2,या,CCP,ccof,0,,,v
अगर,CCP2,0,VGF4,vmod,1,ARGM-ADV,VGF4,avy
मेरी,NP5,का,NP6,r6,0,,,pn
मां2,NP6,0,VGF3,k1,0,,,n
जिंदा,JJP,0,VGF3,pof,0,,,adj
होती,VGF3,ता,CCP2,ccof,0,,,v
तो,CCP3,0,VGF2,ccof,1,ARGM-DIS,VGF2,avy
शायद,RBP,0,VGF4,adv,1,ARGM-ADV,VGF4,adv
मुझे,NP7,को,VGF4,k4,1,ARG0,VGF4,pn
इससे,NP8,से,NP9,nmod,0,,,pn
खुशी,NP9,0,VGF4,k2,1,ARG1,VGF4,n
कभी,NP10,0,VGF4,k7t,1,ARGM-ADV,VGF4,pn
मिलती,VGF4,ता,CCP3,ccof,0,,,v
नसीम,NP,0_का,VGF,r6,1,ARG0,VGF,n
कहना,VGF,ना_था,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
उसके,NP2,का,NP3,r6,0,,,pn
मामा,NP3,0,VGF2,k1,1,ARG0,VGF2,n
रावलपिंडी,NP4,0_में,VGF2,k7p,1,ARG2-LOC,VGF2,n
रहते,VGF2,ता_है,CCP2,ccof,0,,,v
और,CCP2,0,CCP,ccof,0,,,avy
वे,NP5,0,VGF3,k1,1,ARG0,VGF3,pn
रेडियो,NP6,0_के_लिए,VGF3,rt,1,ARGM-LOC,VGF3,n
काम,NP7,0,VGF3,k2,1,ARG1,VGF3,n
करते,VGF3,ता_रह+या_है,CCP2,ccof,0,,,v
जब,NP,0,VGF,k7t,1,ARGM-DIS,VGF,pn
मैं,NP2,0,VGF,k1,1,ARG1,VGF,pn
साल,NP3,0_का,VGF,r6,1,ARG2-ATR,VGF,n
थी,VGF,था,CCP,ccof,0,,,v
तो,CCP,0,0,root,0,,,avy
मैने,NP4,ने,VGF2,k1,1,ARG0,VGF2,pn
उन्हें,NP5,को,VGF2,k2,1,ARG1,VGF2,pn
देखा,VGF2,या_था,CCP,ccof,0,,,v
तमन्ना,NP,0,VGF,k1,1,ARG1,VGF,n
थी,VGF,था,CCP,ccof,0,,,v
लेकिन,CCP,0,0,root,0,,,avy
मुल्कों,NP2,0_का,NP3,r6,0,,,n
दूरियों,NP3,0_ने,VGF2,k1,0,,,n
हमें,NP4,को,VGF2,k2,0,,,pn
दूर,NP5,0,VGF2,pof,0,,,nst
रखा,VGF2,या_है,CCP,ccof,0,,,v
हम,NP,0,VGF,k1,1,ARG0,VGF,pn
चाहते,VGF,ता_था,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
परिवारों,NP2,0_को,VGF2,k4,1,ARG2,VGF2,n
मिलने,VGNN,ना_का,NP3,r6,0,,,v
मौका,NP3,0,VGF2,k1,1,ARG1,VGF2,n
दिया,VGF2,या_जा+या,CCP,ccof,0,,,v
उसका,NP,का,VGF,r6,1,ARG0,VGF,pn
कहना,VGF,ना_था,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
हमने,NP2,ने,VGF2,k1,1,ARG0,VGF2,pn
सोचा,VGF2,या,CCP,ccof,0,,,v
कि2,CCP2,0,VGF2,k2,1,ARG1,VGF2,avy
तरफ,NP3,0_से,VGF3,k7,0,,,n
ऐसा,NP4,0,NP5,nmod,0,,,pn
प्रयास,NP5,0,VGF3,pof,0,,,n
होगा,VGF3,गा,NP6,nmod__relc,0,,,v
जो,NP6,0,VGF4,k1,1,ARG0,VGF4,pn
हमारे,NP7,का,NP8,r6,0,,,pn
परिवार,NP8,0_को,VGF4,k2,1,ARG1,VGF4,n
मिलाएगा,VGF4,गा,CCP2,ccof,0,,,v
प्रयास,NP,0_को,VGF,k1,0,,,n
जारी,JJP,0,VGNN,pof,0,,,adj
रखने,VGNN,ना_का,NP2,r6-k1,0,,,v
जरुरत,NP2,0,VGF,pof,0,,,n
है,VGF,है,CCP,ccof,0,,,v
ताकि,CCP,0,0,root,0,,,avy
परिवारों,NP3,0_को,VGF2,k4,1,ARG0,VGF2,n
दूसरे,NP4,0_से,VGNN2,k7,1,ARG1,VGNN2,pn
मिलने,VGNN2,ना_का,NP5,r6,0,,,v
मौका,NP5,0,VGF2,k2,1,ARG1,VGF2,n
मिल,VGF2,0_सक+या,CCP,ccof,0,,,v
शैली,NP,0_ने,VGF,k1,1,ARG0,VGF,n
बार,NP2,0,VGF,k7t,1,ARGM-TMP,VGF,n
अपने,NP3,0,NP4,r6,0,,,pn
नाना,NP4,0_को,VGF,k2,1,ARG1,VGF,n
देखा,VGF,या_है,CCP,ccof,0,,,v
तथा,CCP,0,0,root,0,,,avy
वह,NP5,0,VGF2,k1,1,ARG0,VGF2,pn
चाहती,VGF2,ता_है,CCP,ccof,0,,,v
कि,CCP2,0,VGF2,k2,1,ARG1,VGF2,avy
वह2,NP6,0,VGF3,k1,1,ARG0,VGF3,pn
पाकिस्तान,NP7,0,VGNF,k2p,1,ARG2-GOL,VGNF,n
जाकर,VGNF,कर,VGF3,vmod,1,ARGM-PRP,VGF3,v
उनके,NP8,का,NP9,r6,0,,,pn
परिवार,NP9,0_से,VGF3,k2,1,ARG1,VGF3,n
मिले,VGF3,या,CCP2,ccof,0,,,v
प्रकरण,NP,0_को,VGNF,k2,1,ARG1,VGNF,n
लेकर,VGNF,कर,VGF,vmod,0,,,v
भाजपा,NP2,0,VGF,k1,1,ARG0,VGNF,n
बुधवार,NP4,0_को,VGF,k7t,0,,,n
रणनीति,NP5,0,VGF,k2,0,,,n
तय,JJP,0,VGF,pof,0,,,adj
करेगी,VGF,गा,0,root,0,,,v
इसके,NP,का_लिए,VGF,rt,1,ARGM-PRP,VGF,pn
प्रदेश,NP2,0_का,NP3,r6,0,,,n
भाजपा,NP3,0,CCP,ccof,0,,,n
और,CCP,0,VGF,k1,1,ARG0,VGF,avy
इसके2,NP4,का,NP5,r6,0,,,pn
विधायक,NP5,0,CCP,ccof,0,,,n
दिल्ली,NP6,0,VGF,k2p,1,ARG2-GOL,VGF,n
पहुंच,VGF,0_जा+या१_है,0,root,0,,,v
",",NP,0,VGF,sent-adv,0,,,punc
कर्नाटक,NP2,0_में,VGNN,k7p,1,ARGM-LOC,VGNN,n
अक्तूबर,NP3,0_में,VGNN,k7t,1,ARGM-TMP,VGNN,n
होने,VGNN,ना_वाला,NP4,nmod__k1inv,0,,,v
हस्तांतरण,NP4,0_पर,NP5,nmod,1,ARG1,VGNN,n
चर्चा,NP5,0_के_लिए,VGF,rt,0,,,n
प्रदेश,NP6,0_के,NP7,r6,0,,,n
नेताओं,NP7,0_ने,VGF,k1,0,,,n
आज,NP8,0,VGF,k7t,0,,,n
अध्यक्ष,NP9,0,NP10,nmod,0,,,n
सिंह,NP10,0_के_साथ,VGF,ras-k1,0,,,n
बैठक,NP11,0,VGF,pof,0,,,n
की,VGF,या,0,root,0,,,v
प्रवक्ता,NP,0,NP2,nmod,0,,,n
प्रसाद,NP2,0_ने,VGF,k1,1,ARG0,VGF,n
कहा,VGF,या,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
गोवा,NP3,0_का,NP4,r6,0,,,n
भाजपा2,NP4,0,CCP2,ccof,0,,,n
और,CCP2,0,VGF2,k1,1,ARG0,VGF2,avy
इसके,NP5,का,NP6,r6,0,,,pn
विधायक,NP6,0,CCP2,ccof,0,,,n
दिल्ली,NP7,0,VGF2,k2p,1,ARGM-LOC,VGF2,n
पहुंचे,VGF2,या_है,CCP,ccof,0,,,v
प्रकरण,NP,0_को,VGNF,k2,1,ARG1,VGNF,n
लेकर,VGNF,कर,VGF,vmod,1,ARGM-MNR,VGF,v
पार्टी,NP2,0_का,NP3,r6,0,,,n
रुख,NP3,0,VGF,k1,1,ARG1,VGF,n
क्या,NP4,0,VGF,k1s,1,ARG2-ATR,VGF,pn
रहेगा,VGF,गा,NP5,rs,0,,,v
यह,NP5,0,VGNN,k1,0,,,pn
बुधवार,NP6,0_को,VGNN,k7t,0,,,n
तय,JJP,0,VGNN,pof,0,,,adj
होने,VGNN,ना_का,NP7,r6,0,,,v
संभावना,NP7,0,VGF2,k1,1,ARG1,VGF2,n
है,VGF2,है,0,root,0,,,v
पार्टी,NP,0,VGF,k1,1,ARG0,VGNN,n
मसले,NP2,0_को,VGNN,k2,1,ARG1,VGNN,n
सभा,NP3,0,CCP,ccof,0,,,n
और,CCP,0,VGNN,k7p,1,ARGM-LOC,VGNN,avy
संसद,NP4,0_में,CCP,ccof,0,,,n
उठाने,VGNN,ना_का,NP5,r6-k2,0,,,v
निर्णय,NP5,0,VGF,pof,0,,,n
कर,VGF,0_चुक+या_है,0,root,0,,,v
ही2,NP6,0,VGF2,sent-adv,0,,,avy
इसे,NP7,0,VGNF,k2,1,ARG1,VGNF,pn
अदालत,NP8,0_में,VGNF,k7p,1,ARGM-LOC,VGNF,n
ले,VGNF,0,VGNN2,vmod,1,ARGM-PRP,VGNN2,v
जाने,VGNN2,ना_का,NP9,r6-k1,0,,,v
निर्णय2,NP9,0,VGF2,pof,0,,,n
हुआ,VGF2,या_है,VGF,vmod,0,,,v
विदित,JJP,0,VGF,pof,0,,,adj
हो,VGF,0,0,root,0,,,v
कि,CCP,0,NULL__NP,rs,0,,,avy
कर्नाटक,NP,0_में,VGF2,k7p,1,ARGM-LOC,VGF2,n
अक्तूबर,NP2,0_में,VGF2,k7t,1,ARGM-LOC,VGF2,n
एस,NP3,0,VGF2,k1,1,ARG0,VGF2,n
भाजपा,NP4,0_को,VGF2,k4,1,ARG2,VGF2,n
मुख्यमंत्री,NP5,0_का,NP6,r6,0,,,n
कुर्सी,NP6,0,VGF2,k2,1,ARG1,VGF2,n
सौंपेगी,VGF2,गा,CCP,ccof,0,,,v
प्रदेश,NP,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
दलों,NP2,0_का,NP3,r6,0,,,n
गठबंधन,NP3,0_का,NP4,r6,0,,,n
सरकार,NP4,0,VGF,k1,1,ARG1,VGF,n
है,VGF,है,0,root,0,,,v
समझौते,NP,0_के_मुताबिक,VGF,k7,1,ARGM-EXT,VGF,n
अक्तूबर,NP2,0_में,VGF,k7t,1,ARGM-LOC,VGF,n
स्वामी,NP3,0,VGF,k1,1,ARG0,VGF,n
नेता,NP4,0,CCP,ccof,0,,,n
और,CCP,0,VGF,k4,1,ARG2,VGF,avy
येदुरप्पा,NP5,0_को,CCP,ccof,0,,,n
कुर्सी,NP6,0,VGF,k2,1,ARG1,VGF,n
सौंपेंगे,VGF,गा,0,root,0,,,v
राष्ट्र,NP,0_ने,VGF,k1,0,,,n
रविवार,NP2,0_को,VGF,k7t,0,,,n
गांधी,NP3,0_का,NP4,r6,0,,,n
पुण्यतिथि,NP4,0_पर,VGF,k7t,0,,,n
उन्हें,NP5,को,VGF,k2,1,ARG0,VGNN,pn
भारत,NP6,0_को,VGNN,k2,1,ARG1,VGNN,n
एकता,NP7,0,CCP,ccof,0,,,n
अखंडता,NP8,0,CCP,ccof,0,,,n
और,CCP,0,NP10,r6,0,,,avy
धर्मनिरपेक्षता,NP9,0_का,CCP,ccof,0,,,n
सूत्र,NP10,0_में,VGNN,k7,1,ARGM-LOC,VGNN,n
पिरोने,VGNN,ना_के_लिए,VGF,rt,0,,,v
याद,NP11,0,VGF,pof,0,,,n
किया,VGF,या,0,root,0,,,v
ही,NP,0,VGF,sent-adv,0,,,avy
संगठनों,NP2,0_ने,VGF,k1,1,ARG0,VGF2,n
सभाएं,NP3,0,VGF,pof,0,,,n
की,VGF,या,CCP,ccof,0,,,v
और,CCP,0,0,root,0,,,avy
रक्तदान,NP4,0_का,NP5,r6,0,,,n
शिविर,NP5,0,VGF2,k2,1,ARG1,VGF2,n
लगाए,VGF2,या,CCP,ccof,0,,,v
कलाम,NP,0_का_ओर_से,VGF,rd,1,ARGM-DIR,VGF,n
सुबह,NP2,0,VGF,k7t,1,ARGM-TMP,VGF,n
गांधी,NP3,0_का,NP4,r6,0,,,n
समाधि,NP4,0,NP5,nmod,0,,,n
स्थल,NP5,0_पर,VGF,k7p,1,ARG2-LOC,VGF,n
फूल,NP6,0,VGF,k2,1,ARG1,VGF,n
चढ़ाए,VGF,या_जा+या१,0,root,0,,,v
चिदंबरम,NP,0,CCP,ccof,0,,,n
सिंह,NP2,0,CCP,ccof,0,,,n
मीणा,NP3,0,CCP,ccof,0,,,n
और,CCP,0,VGF,k1,1,ARG1,VGF,avy
आयोग,NP4,0_का,NP5,r6,0,,,n
अहलूवालिया,NP5,0,CCP,ccof,0,,,n
मौके,NP6,0_पर,VGF,k7t,1,ARGM-TMP,VGF,n
मौजूद,JJP,0,VGF,k1s,1,ARG2-ATR,VGF,adj
थे,VGF,था,0,root,0,,,v
नेता,NP,0_को,VGNN,k2,0,,,n
श्रद्धांजलि,NP2,0,VGNN,pof,0,,,n
देने,VGNN,ना,VGF,rt,1,ARGM-PRP,VGF,v
दिल्ली,NP3,0_का,NP4,r6,0,,,n
दीक्षित,NP4,0,VGF,k1,1,ARG0,VGF,n
चेयर,NP5,0_पर,VGF,k7p,1,ARGM-MNR,VGF,n
आई,VGF,या,0,root,0,,,v
उनके,NP,के_साथ,VGF,ras-k1,1,ARGM-MNR,VGF,pn
जिंदल,NP2,0,CCP,ccof,0,,,n
दीक्षित,NP3,0,CCP,ccof,0,,,n
कुमार,NP4,0,CCP,ccof,0,,,n
और,CCP,0,VGF,k1,1,ARG1,VGF,avy
विधायक,NP5,0,CCP,ccof,0,,,n
थे,VGF,था,0,root,0,,,v
मरडोक,NP,0_का,NP2,r6,0,,,n
नेटवर्क,NP2,0,CCP,ccof,0,,,n
व,CCP,0,VGNN,k4a,1,ARG0,VGNN,avy
टाटा,NP3,0_का,NP4,r6,0,,,n
करोड़,NP4,0_का,NP5,r6,0,,,n
उपक्रम,NP5,0_को,CCP,ccof,0,,,n
सरकार,NP6,0_से,VGNN,k5,1,ARG2-SOU,VGNN,n
मंजूरी,NP7,0,VGNN,k1,1,ARG1,VGNN,n
शीघ्र,RBP,0,VGNN,adv,1,ARGM-ADV,VGNN,adv
मिलने,VGNN,ना_का,NP8,r6,0,,,v
संभावना,NP8,0,VGF,k1,1,ARG1,VGF,n
है,VGF,है,0,root,0,,,v
उपक्रम,NP,0,VGF,k1,1,ARG1,VGF,n
क्षेत्र,NP2,0_का,NP3,r6,0,,,n
फिलहाल,RBP,0,NP3,nmod,0,,,adv
जी,NP3,0_का,NP4,r6,0,,,n
टीवी,NP4,0,CCP,ccof,0,,,n
व,CCP,0,VGNN,r6v,1,ARGM-MNR,VGNN,avy
भारती,NP5,0_का,CCP,ccof,0,,,n
जल्द,RBP2,0,VGNN,adv,1,ARGM-MNR,VGNN,adv
आने,VGNN,ना_वाला,NP6,nmod,0,,,v
सेवा,NP6,0_को,VGNN2,k2,1,ARG1,VGNN,n
टक्कर,NP7,0,VGNN2,pof,0,,,n
देने,VGNN2,ना_का,NP8,r6,0,,,v
तैयारी,NP8,0_में,VGF,k7,1,ARG2-ATR,VGF,n
है,VGF,है,0,root,0,,,v
सूत्रों,NP,0_ने,VGF,k1,1,ARG0,VGF,n
बताया,VGF,या,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
सरकार,NP2,0_के_पास,VGNF,k7p,0,,,n
समय,NP3,0_से,VGNF,k7t,0,,,n
लंबित,VGNF,0,NP4,nmod__k2inv,0,,,adj
नेटवर्क,NP4,0_का,NP5,r6,0,,,n
प्रस्ताव,NP5,0,VGF2,k1,0,,,n
साल,NP6,0_का,NP7,r6,0,,,n
आखिर,NP7,0,VGF2,k7t,0,,,n
मंजूर,JJP,0,VGF2,pof,0,,,adj
हो,VGF2,0_सक+गा,CCP,ccof,0,,,v
उपक्रम,NP,0_को,VGNN,k4a,1,ARG0,VGNN,n
मंजूरी,NP2,0,VGNN,k1,1,ARG1,VGNN,n
मिलने,VGNN,ना_में,VGF,k7,1,ARGM-MNR,VGF,v
पहले,NP3,0,VGF,k7t,1,ARGM-TMP,VGF,nst
दिक्कतें,NP4,0,VGF,k1,1,ARG1,VGF,n
थीं,VGF,था,0,root,0,,,v
लेकिन,CCP,0,0,root,0,,,avy
अब,NP,0,VGF,k7t,1,ARGM-TMP,VGF,pn
इसे,NP2,को,VGF,k4a,1,ARG0,VGF,pn
जल्दी,RBP,0,VGF,adv,1,ARGM-EXT,VGF,adv
झंडी,NP3,0,VGF,k1,1,ARG1,VGF,n
मिल,VGF,0_जा+गा,CCP,ccof,0,,,v
टाटा,NP,0_का,NP2,r6,0,,,n
उपक्रम,NP2,0_में,VGF,k7,1,ARGM-LOC,VGF,n
निर्देश,NP3,0_के_मुताबिक,VGF,k7,1,ARGM-ADV,VGF,n
इसमें,NP4,में,NP5,nmod,0,,,pn
साझीदार,NP5,0,NP6,nmod,0,,,n
कंपनी,NP6,0_के_पास,VGF,k7p,1,ARGM-LOC,VGF,n
शेयर,NP7,0,VGF,k1,1,ARG1,VGF,n
होंगे,VGF,गा,0,root,0,,,v
इसे,NP,को,VGF,k4,1,ARG1,VGF,pn
टीवी,NP2,0_का,NP3,r6,0,,,n
नाम,NP3,0,VGF,k2,1,ARG1,VGF,n
दिया,VGF,या_जा+या१_है,0,root,0,,,v
चुनाव,NP,0_में,VGNF,k7,0,,,n
पार्टियों,NP2,0_का,JJP,r6-k1,0,,,n
एकजुट,JJP,0,VGNF,pof,0,,,adj
होकर,VGNF,कर,VGF,vmod,0,,,v
मैदान,NP3,0_में,VGNN,k7p,1,ARG2-LOC,VGNN,n
उतरने,VGNN,ना_का,NP4,r6,0,,,v
